name,description,neighborhood_overview,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
Cozy Cambridge Apartment in College Town!,"Extended Stays | Close to Public Transit | 5 Mi to Downtown Boston<br /><br />Immerse yourself in cosmopolitan charm at this 2-bedroom, 1-bathroom vacation rental in the heart of Cambridge. The apartment, set between prestigious universities and the bustling Central Square, is close to top attractions and necessary conveniences. Whether you're visiting the area for scholastic achievements or city adventures, you'll feel right at home at this centrally located abode. Book today!",- Walk to grocery stores & restaurants/bars <br />- 0.3 miles to Riverside City Park/Cambridge River <br />- 0.6 miles to Harvard Business School <br />- 0.7 miles to Harvard Square & Harvard Art Museum <br />- 1 mile to Massachusetts Institute of Technology <br />- 4 miles to Museum of Science <br />- 8 miles to Boston Logan Int'l Airport,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,East Otis,520,1160,"['email', 'phone']",Neighborhood highlights,Riverside,,42.36564,-71.11273,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Central air conditioning"", ""Cooking basics"", ""Oven"", ""First aid kit"", ""Self check-in"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Keypad"", ""Dryer"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Dishes and silverware"", ""Hot water"", ""Private entrance"", ""Central heating"", ""Fire extinguisher"", ""Washer""]",$164.00 ,0,0,0,197,0,0,0,,,,,,,,2,2,0,0,
Wonderful 2Bedroom apartment for rent,"This special place is close to everything, making it easy to plan your visit.",,"Boston, MA",Teacher,within an hour,100%,95%,Harvard Square,294,444,"['email', 'phone']",,North Cambridge,,42.39367399,-71.13416979,Entire rental unit,Entire home/apt,3,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Conditioner"", ""Cooking basics"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Cleaning products"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Body soap"", ""Stove"", ""Room-darkening shades"", ""Hot water"", ""Central heating"", ""Fire extinguisher""]",$84.00 ,0,0,0,32,0,0,0,,,,,,,,98,23,75,0,
"Blueground | Kendall Sq, AC, w/d, nr MIT Museum","Show up and start living from day one in Cambridge with this spacious two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Kendall Square home . (ID #BOS1144)","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street.","New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,97%,Cambridge,5300,5508,"['email', 'phone', 'work_email']",Neighborhood highlights,East Cambridge,,42.3659952,-71.0836675,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Refrigerator"", ""Bed linens"", ""High chair"", ""Cooking basics"", ""Elevator"", ""Oven"", ""Lockbox"", ""Self check-in"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Pets allowed"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Gym"", ""Essentials"", ""TV"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Crib"", ""Hot water"", ""Private entrance"", ""Heating""]",$234.00 ,0,0,0,165,0,0,0,,,,,,,,169,169,0,0,
"Blueground | Central Sq, w/d, nr MIT Museum","Discover the best of Cambridge, with this two bedroom apartment in Central Square. . It’ll be easy to simply show up and start living in this elegantly Blueground furnished apartment with its fully-equipped kitchen, beautiful living room, and our dedicated, on-the-ground support. (ID #BOS1152)","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District.","New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,97%,Cambridge,5300,5508,"['email', 'phone', 'work_email']",Neighborhood highlights,The Port,,42.3639769,-71.0997774,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Dryer \u2013 In building"", ""High chair"", ""Cooking basics"", ""Elevator"", ""Oven"", ""Lockbox"", ""Self check-in"", ""Hair dryer"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Gym"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Crib"", ""Hot water"", ""Private entrance"", ""Heating"", ""Paid parking off premises""]",$249.00 ,0,0,0,203,0,0,0,,,,,,,,169,169,0,0,
Charming 2 Bed Near Harvard Univ,"This fully furnished 2 bed 1 bath is the perfect urban oasis for anyone who wishes to stay near the following: <br /><br />*Harvard Yard- 5 min walk<br />*Harvard Square and its shops/cafes<br />*Red Line T stop- 7 min walk<br />*Central Square - 10 min walk <br />*Grocery store - 1 block away<br />*Various eateries and coffee shops<br />*Bike rental<br /><br />A dedicated workspace is provided in each bedroom, including free high-speed wifi so you can get straight to work or study as soon as you arrive!",,"Cambridge, MA",,within an hour,94%,58%,Cambridge,135,190,"['email', 'phone']",,Mid-Cambridge,,42.37405501,-71.11407416,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Dryer \u2013 In building"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Indoor fireplace"", ""Shower gel"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Iron"", ""Toaster"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Hot water"", ""Wine glasses"", ""Heating""]",$338.00 ,0,0,0,70,0,0,0,,,,,,,,68,32,36,0,
Cambridge Cozy Nest (3Br1Bath),"Beautiful 2 large bedrooms, 1 small bedroom, 1 bath, a microwave, a coffee maker, and a refrigerator, 2 nd floor unit in Cambridge. No shared space. Close to MIT and Kendall. 2min walk to restaurant and coffee store. 15min walk to subway station.<br />Quiet time 10:30PM to 7:00AM.",,,,within an hour,100%,99%,The Port,2,3,['phone'],,The Port,,42.36753319,-71.09606578,Entire home,Entire home/apt,5,1,1 bath,3,4,"[""Refrigerator"", ""Bed linens"", ""Free street parking"", ""Hot water kettle"", ""Drying rack for clothing"", ""Shower gel"", ""First aid kit"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Iron"", ""Cleaning products"", ""Smoke alarm"", ""Laundromat nearby"", ""Patio or balcony"", ""Hangers"", ""Coffee maker"", ""Outdoor playground"", ""Essentials"", ""Dining table"", ""TV"", ""Smart lock"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Air conditioning"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Hot water"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Heating""]",$231.00 ,0,0,0,152,0,0,0,,,,,,,,2,2,0,0,
2 beds condo free parking,"2-bedroom 1 bath condo 3-minute walk to the Red Line subway station and walking distance to Harvard. Enjoy the direct short train ride to Kendall Square, MIT, downtown Boston, Fenway, and other major destinations. Close to Tufts. Free parking is rare in the city! The unit comes with 1 parking spot on the driveway. Steps to grocery stores, restaurants and night scenes. Quiet street. 3 queen beds, 1 full bed. High-quality mattresses, beddings and linens. Fully furnished. Free WiFi.",,"Cambridge, MA","Hi I’m Emily, and I’m a professional property manager. Please don’t hesitate to contact me or my team anytime if you have questions. I would also love to share with you my recommendations for travel places and restaurants in the Greater Boston area. We look forward to meeting you and giving you a perfect stay! :)",within a few hours,90%,58%,North Cambridge,2,7,"['email', 'phone']",,North Cambridge,,42.39089,-71.12267,Entire rental unit,Entire home/apt,5,1,1 bath,2,3,"[""Refrigerator"", ""Free dryer \u2013 In building"", ""Smoking allowed"", ""Cooking basics"", ""Freezer"", ""Clothing storage: closet"", ""Free parking on premises"", ""Private patio or balcony"", ""Housekeeping - available at extra cost"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Pack \u2019n play/Travel crib - available upon request"", ""Smoke alarm"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Radiant heating"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Dishes and silverware"", ""Single oven"", ""Hot water"", ""Gas stove"", ""Washer""]",$259.00 ,0,0,0,36,0,0,0,,,,,,,,2,2,0,0,
Fantastic 1Bedroom in Beacon Hill,"This special place is close to everything, making it easy to plan your visit.",,"Boston, MA",Teacher,within an hour,100%,95%,Harvard Square,294,444,"['email', 'phone']",,North Cambridge,,42.39433141,-71.13200946,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Refrigerator"", ""Bed linens"", ""Conditioner"", ""Lock on bedroom door"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Cleaning products"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Body soap"", ""Stove"", ""Room-darkening shades"", ""Dishes and silverware"", ""Hot water"", ""Central heating"", ""Fire extinguisher""]",$48.00 ,0,0,0,6,0,0,0,,,,,,,,98,23,75,0,
Legacy on the Charles,"""Nestled in the heart of Boston's vibrant cultural district, this stunning property offers unparalleled access to the world-renowned Boston Science Museum and the scenic Charles River. Perfect for families, professionals, or investors, this home is steps away from top-tier educational institutions, bustling cafes, and iconic landmarks like Fenway Park. With easy access to public transit and a thriving community, this property is more than just a home—it's a gateway to Boston's best.","""Nestled in the heart of Boston's vibrant cultural district, this stunning property offers unparalleled access to the world-renowned Boston Science Museum and the scenic Charles River. Perfect for families, professionals, or investors, this home is steps away from top-tier educational institutions, bustling cafes, and iconic landmarks like Fenway Park. With easy access to public transit and a thriving community, this property is more than just a home—it's a gateway to Boston's best. Don't miss the chance to own a piece of this dynamic neighborhood!""","Wakefield, MA",,within an hour,100%,100%,East Cambridge,1,3,"['email', 'phone']",Neighborhood highlights,East Cambridge,,42.37008106,-71.07330456,Entire rental unit,Entire home/apt,5,2,2 baths,2,3,"[""City skyline view"", ""Pool table"", ""Cooking basics"", ""Fire pit"", ""Indoor fireplace"", ""Pool"", ""Free parking on premises"", ""Pool view"", ""Self check-in"", ""Hair dryer"", ""Keypad"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Outdoor dining area"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Washer"", ""Exercise equipment""]",$364.00 ,0,0,0,250,0,0,0,,,,,,,,1,1,0,0,
Queen Room Near Harvard Square,"Large, quiet room only a couple blocks away from Harvard University and Harvard Square. <br /><br />Queen sized bed in a 3 bed, 1 bath apartment.<br />Dedicated, private desk in room.<br />Fast wifi.<br />Lock on the bedroom door.<br /><br />Shared bathroom and kitchen are cleaned every few days when the other bedroom is rented.<br /><br />Washer/dryer are in the basement of the building and available at any time.<br /><br />The MBTA Red Line T station is only a 6 minute walk away.",,"Cambridge, MA",,within an hour,94%,58%,Cambridge,135,190,"['email', 'phone']",,Mid-Cambridge,,42.37179,-71.11089,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Lock on bedroom door"", ""Shower gel"", ""Hair dryer"", ""Dedicated workspace"", ""Baking sheet"", ""Iron"", ""Dryer"", ""Toaster"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water"", ""Wine glasses"", ""Heating"", ""Washer""]",$29.00 ,0,0,0,284,0,0,0,,,,,,,,68,32,36,0,
